Log:
DateTime: 21.03 12.10.2025.

Model: ResNet101
Loss function: CrossEntropyLoss
Optimizer: SGD

HyperParameters:
- Number of epochs: 3
- Batch size: 128
- Learning rate: 0.001


ConsoleLog:
Streaming output truncated to the last 5000 lines.
Training:  29% 369/1293 [01:16<03:07,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4387]
Training:  32% 416/1293 [01:26<03:05,  4.72batch/s, Train loss=1.0451, Train accuracy=0.4855]
Training:  32% 417/1293 [01:26<03:05,  4.73batch/s, Train loss=1.0451, Train accuracy=0.4855]
Training:  32% 417/1293 [01:26<03:05,  4.73batch/s, Train loss=1.0451, Train accuracy=0.4855]
Training:  32% 418/1293 [01:26<03:04,  4.75batch/s, Train loss=1.0451, Train accuracy=0.4855]
Training:  32% 418/1293 [01:26<03:04,  4.75batch/s, Train loss=1.0449, Train accuracy=0.4858]
Training:  32% 419/1293 [01:26<03:07,  4.65batch/s, Train loss=1.0449, Train accuracy=0.4858]
Training:  32% 419/1293 [01:26<03:07,  4.65batch/s, Train loss=1.0449, Train accuracy=0.4857]
Training:  32% 420/1293 [01:26<03:11,  4.55batch/s, Train loss=1.0449, Train accuracy=0.4857]
Training:  32% 420/1293 [01:27<03:11,  4.55batch/s, Train loss=1.0452, Train accuracy=0.4856]
Training:  33% 421/1293 [01:27<03:12,  4.53batch/s, Train loss=1.0452, Train accuracy=0.4856]
Training:  33% 421/1293 [01:27<03:12,  4.53batch/s, Train loss=1.0454, Train accuracy=0.4857]
Training:  33% 422/1293 [01:27<03:14,  4.47batch/s, Train loss=1.0454, Train accuracy=0.4857]
Training:  33% 422/1293 [01:27<03:14,  4.47batch/s, Train loss=1.0454, Train accuracy=0.4856]
Training:  33% 423/1293 [01:27<03:12,  4.53batch/s, Train loss=1.0454, Train accuracy=0.4856]
Training:  33% 423/1293 [01:27<03:12,  4.53batch/s, Train loss=1.0455, Train accuracy=0.4854]
Training:  33% 424/1293 [01:27<03:08,  4.61batch/s, Train loss=1.0455, Train accuracy=0.4854]
Training:  33% 424/1293 [01:28<03:08,  4.61batch/s, Train loss=1.0457, Train accuracy=0.4852]
Training:  33% 425/1293 [01:28<03:03,  4.72batch/s, Train loss=1.0457, Train accuracy=0.4852]
Training:  33% 425/1293 [01:28<03:03,  4.72batch/s, Train loss=1.0457, Train accuracy=0.4852]
Training:  33% 426/1293 [01:28<03:00,  4.81batch/s, Train loss=1.0457, Train accuracy=0.4852]
Training:  33% 426/1293 [01:28<03:00,  4.81batch/s, Train loss=1.0454, Train accuracy=0.4854]
Training:  33% 427/1293 [01:28<02:58,  4.86batch/s, Train loss=1.0454, Train accuracy=0.4854]
Training:  33% 427/1293 [01:28<02:58,  4.86batch/s, Train loss=1.0454, Train accuracy=0.4853]
Training:  33% 428/1293 [01:28<02:57,  4.88batch/s, Train loss=1.0454, Train accuracy=0.4853]
Training:  33% 428/1293 [01:28<02:57,  4.88batch/s, Train loss=1.0452, Train accuracy=0.4853]
Training:  33% 429/1293 [01:28<02:57,  4.88batch/s, Train loss=1.0452, Train accuracy=0.4853]
Training:  33% 429/1293 [01:29<02:57,  4.88batch/s, Train loss=1.0453, Train accuracy=0.4852]
Training:  33% 430/1293 [01:29<02:55,  4.91batch/s, Train loss=1.0453, Train accuracy=0.4852]
Training:  33% 430/1293 [01:29<02:55,  4.91batch/s, Train loss=1.0453, Train accuracy=0.4852]
Training:  33% 431/1293 [01:29<02:54,  4.93batch/s, Train loss=1.0453, Train accuracy=0.4852]
Training:  33% 431/1293 [01:29<02:54,  4.93batch/s, Train loss=1.0454, Train accuracy=0.4851]
Training:  33% 432/1293 [01:29<02:53,  4.97batch/s, Train loss=1.0454, Train accuracy=0.4851]
Training:  33% 432/1293 [01:29<02:53,  4.97batch/s, Train loss=1.0454, Train accuracy=0.4850]
Training:  33% 433/1293 [01:29<02:55,  4.90batch/s, Train loss=1.0454, Train accuracy=0.4850]
Training:  33% 433/1293 [01:29<02:55,  4.90batch/s, Train loss=1.0453, Train accuracy=0.4849]
Training:  34% 434/1293 [01:29<02:54,  4.92batch/s, Train loss=1.0453, Train accuracy=0.4849]
Training:  34% 434/1293 [01:30<02:54,  4.92batch/s, Train loss=1.0450, Train accuracy=0.4853]
Training:  34% 435/1293 [01:30<02:53,  4.95batch/s, Train loss=1.0450, Train accuracy=0.4853]
Training:  34% 435/1293 [01:30<02:53,  4.95batch/s, Train loss=1.0450, Train accuracy=0.4853]
Training:  34% 436/1293 [01:30<02:52,  4.97batch/s, Train loss=1.0450, Train accuracy=0.4853]
Training:  34% 436/1293 [01:30<02:52,  4.97batch/s, Train loss=1.0448, Train accuracy=0.4853]
Training:  34% 437/1293 [01:30<02:52,  4.96batch/s, Train loss=1.0448, Train accuracy=0.4853]
Training:  34% 437/1293 [01:30<02:52,  4.96batch/s, Train loss=1.0443, Train accuracy=0.4855]
Training:  34% 438/1293 [01:30<02:56,  4.84batch/s, Train loss=1.0443, Train accuracy=0.4855]
Training:  34% 438/1293 [01:30<02:56,  4.84batch/s, Train loss=1.0443, Train accuracy=0.4854]
Training:  34% 439/1293 [01:30<02:55,  4.87batch/s, Train loss=1.0443, Train accuracy=0.4854]
Training:  34% 439/1293 [01:31<02:55,  4.87batch/s, Train loss=1.0444, Train accuracy=0.4855]
Training:  34% 440/1293 [01:31<02:54,  4.90batch/s, Train loss=1.0444, Train accuracy=0.4855]
Training:  34% 440/1293 [01:31<02:54,  4.90batch/s, Train loss=1.0442, Train accuracy=0.4856]
Training:  34% 441/1293 [01:31<02:52,  4.93batch/s, Train loss=1.0442, Train accuracy=0.4856]
Training:  34% 441/1293 [01:31<02:52,  4.93batch/s, Train loss=1.0442, Train accuracy=0.4858]
Training:  34% 442/1293 [01:31<02:53,  4.90batch/s, Train loss=1.0442, Train accuracy=0.4858]
Training:  34% 442/1293 [01:31<02:53,  4.90batch/s, Train loss=1.0444, Train accuracy=0.4859]
Training:  34% 443/1293 [01:31<02:56,  4.83batch/s, Train loss=1.0444, Train accuracy=0.4859]
Training:  34% 443/1293 [01:31<02:56,  4.83batch/s, Train loss=1.0441, Train accuracy=0.4860]
Training:  34% 444/1293 [01:31<02:53,  4.89batch/s, Train loss=1.0441, Train accuracy=0.4860]
Training:  34% 444/1293 [01:32<02:53,  4.89batch/s, Train loss=1.0439, Train accuracy=0.4859]
Training:  34% 445/1293 [01:32<02:53,  4.89batch/s, Train loss=1.0439, Train accuracy=0.4859]
Training:  34% 445/1293 [01:32<02:53,  4.89batch/s, Train loss=1.0437, Train accuracy=0.4859]
Training:  34% 446/1293 [01:32<02:53,  4.89batch/s, Train loss=1.0437, Train accuracy=0.4859]
Training:  34% 446/1293 [01:32<02:53,  4.89batch/s, Train loss=1.0436, Train accuracy=0.4858]
Training:  35% 447/1293 [01:32<02:52,  4.91batch/s, Train loss=1.0436, Train accuracy=0.4858]
Training:  35% 447/1293 [01:32<02:52,  4.91batch/s, Train loss=1.0432, Train accuracy=0.4862]
Training:  35% 448/1293 [01:32<02:58,  4.75batch/s, Train loss=1.0432, Train accuracy=0.4862]
Training:  35% 448/1293 [01:32<02:58,  4.75batch/s, Train loss=1.0432, Train accuracy=0.4861]
Training:  35% 449/1293 [01:32<02:55,  4.81batch/s, Train loss=1.0432, Train accuracy=0.4861]
Training:  35% 449/1293 [01:33<02:55,  4.81batch/s, Train loss=1.0433, Train accuracy=0.4860]
Training:  35% 450/1293 [01:33<02:56,  4.76batch/s, Train loss=1.0433, Train accuracy=0.4860]
Training:  35% 450/1293 [01:33<02:56,  4.76batch/s, Train loss=1.0434, Train accuracy=0.4859]
Training:  35% 451/1293 [01:33<02:56,  4.78batch/s, Train loss=1.0434, Train accuracy=0.4859]
Training:  35% 451/1293 [01:33<02:56,  4.78batch/s, Train loss=1.0433, Train accuracy=0.4859]
Training:  35% 452/1293 [01:33<02:53,  4.85batch/s, Train loss=1.0433, Train accuracy=0.4859]
Training:  35% 452/1293 [01:33<02:53,  4.85batch/s, Train loss=1.0429, Train accuracy=0.4860]
Training:  35% 453/1293 [01:33<02:56,  4.77batch/s, Train loss=1.0429, Train accuracy=0.4860]
Training:  35% 453/1293 [01:33<02:56,  4.77batch/s, Train loss=1.0432, Train accuracy=0.4859]
Training:  35% 454/1293 [01:33<02:53,  4.83batch/s, Train loss=1.0432, Train accuracy=0.4859]
Training:  35% 454/1293 [01:34<02:53,  4.83batch/s, Train loss=1.0429, Train accuracy=0.4860]
Training:  35% 455/1293 [01:34<02:52,  4.85batch/s, Train loss=1.0429, Train accuracy=0.4860]
Training:  35% 455/1293 [01:34<02:52,  4.85batch/s, Train loss=1.0426, Train accuracy=0.4861]
Training:  35% 456/1293 [01:34<02:51,  4.88batch/s, Train loss=1.0426, Train accuracy=0.4861]
Training:  35% 456/1293 [01:34<02:51,  4.88batch/s, Train loss=1.0425, Train accuracy=0.4860]
Training:  35% 457/1293 [01:34<02:50,  4.91batch/s, Train loss=1.0425, Train accuracy=0.4860]
Training:  35% 457/1293 [01:34<02:50,  4.91batch/s, Train loss=1.0423, Train accuracy=0.4862]
Training:  35% 458/1293 [01:34<02:51,  4.88batch/s, Train loss=1.0423, Train accuracy=0.4862]
Training:  35% 458/1293 [01:34<02:51,  4.88batch/s, Train loss=1.0424, Train accuracy=0.4862]
Training:  35% 459/1293 [01:34<02:50,  4.91batch/s, Train loss=1.0424, Train accuracy=0.4862]
Training:  35% 459/1293 [01:35<02:50,  4.91batch/s, Train loss=1.0423, Train accuracy=0.4863]
Training:  36% 460/1293 [01:35<02:49,  4.92batch/s, Train loss=1.0423, Train accuracy=0.4863]
Training:  36% 460/1293 [01:35<02:49,  4.92batch/s, Train loss=1.0421, Train accuracy=0.4864]
Training:  36% 461/1293 [01:35<02:49,  4.91batch/s, Train loss=1.0421, Train accuracy=0.4864]
Training:  36% 461/1293 [01:35<02:49,  4.91batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  36% 462/1293 [01:35<02:48,  4.92batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  36% 462/1293 [01:35<02:48,  4.92batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  36% 463/1293 [01:35<02:48,  4.92batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  36% 463/1293 [01:35<02:48,  4.92batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  36% 464/1293 [01:35<02:48,  4.93batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  36% 464/1293 [01:36<02:48,  4.93batch/s, Train loss=1.0421, Train accuracy=0.4864]
Training:  36% 465/1293 [01:36<02:48,  4.93batch/s, Train loss=1.0421, Train accuracy=0.4864]
Training:  36% 465/1293 [01:36<02:48,  4.93batch/s, Train loss=1.0420, Train accuracy=0.4865]
Training:  36% 466/1293 [01:36<02:47,  4.94batch/s, Train loss=1.0420, Train accuracy=0.4865]
Training:  36% 466/1293 [01:36<02:47,  4.94batch/s, Train loss=1.0422, Train accuracy=0.4864]
Training:  36% 467/1293 [01:36<02:47,  4.94batch/s, Train loss=1.0422, Train accuracy=0.4864]
Training:  36% 467/1293 [01:36<02:47,  4.94batch/s, Train loss=1.0423, Train accuracy=0.4865]
Training:  36% 468/1293 [01:36<02:47,  4.94batch/s, Train loss=1.0423, Train accuracy=0.4865]
Training:  36% 468/1293 [01:37<02:47,  4.94batch/s, Train loss=1.0424, Train accuracy=0.4864]
Training:  36% 469/1293 [01:37<02:46,  4.94batch/s, Train loss=1.0424, Train accuracy=0.4864]
Training:  36% 469/1293 [01:37<02:46,  4.94batch/s, Train loss=1.0425, Train accuracy=0.4866]
Training:  36% 470/1293 [01:37<02:46,  4.93batch/s, Train loss=1.0425, Train accuracy=0.4866]
Training:  36% 470/1293 [01:37<02:46,  4.93batch/s, Train loss=1.0425, Train accuracy=0.4865]
Training:  36% 471/1293 [01:37<02:46,  4.92batch/s, Train loss=1.0425, Train accuracy=0.4865]
Training:  36% 471/1293 [01:37<02:46,  4.92batch/s, Train loss=1.0429, Train accuracy=0.4864]
Training:  37% 472/1293 [01:37<02:54,  4.70batch/s, Train loss=1.0429, Train accuracy=0.4864]
Training:  37% 472/1293 [01:37<02:54,  4.70batch/s, Train loss=1.0429, Train accuracy=0.4864]
Training:  37% 473/1293 [01:37<02:53,  4.72batch/s, Train loss=1.0429, Train accuracy=0.4864]
Training:  37% 473/1293 [01:38<02:53,  4.72batch/s, Train loss=1.0427, Train accuracy=0.4864]
Training:  37% 474/1293 [01:38<02:52,  4.74batch/s, Train loss=1.0427, Train accuracy=0.4864]
Training:  37% 474/1293 [01:38<02:52,  4.74batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 475/1293 [01:38<02:52,  4.75batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 475/1293 [01:38<02:52,  4.75batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 476/1293 [01:38<02:51,  4.75batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 476/1293 [01:38<02:51,  4.75batch/s, Train loss=1.0421, Train accuracy=0.4866]
Training:  37% 477/1293 [01:38<02:52,  4.72batch/s, Train loss=1.0421, Train accuracy=0.4866]
Training:  37% 477/1293 [01:38<02:52,  4.72batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 478/1293 [01:38<02:52,  4.73batch/s, Train loss=1.0422, Train accuracy=0.4866]
Training:  37% 478/1293 [01:39<02:52,  4.73batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  37% 479/1293 [01:39<02:52,  4.71batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  37% 479/1293 [01:39<02:52,  4.71batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  37% 480/1293 [01:39<02:51,  4.73batch/s, Train loss=1.0421, Train accuracy=0.4865]
Training:  37% 480/1293 [01:39<02:51,  4.73batch/s, Train loss=1.0419, Train accuracy=0.4867]
Training:  37% 481/1293 [01:39<02:51,  4.73batch/s, Train loss=1.0419, Train accuracy=0.4867]
Training:  37% 481/1293 [01:39<02:51,  4.73batch/s, Train loss=1.0417, Train accuracy=0.4866]
Training:  37% 482/1293 [01:39<02:52,  4.71batch/s, Train loss=1.0417, Train accuracy=0.4866]
Training:  37% 482/1293 [01:39<02:52,  4.71batch/s, Train loss=1.0416, Train accuracy=0.4866]
Training:  37% 483/1293 [01:39<02:52,  4.69batch/s, Train loss=1.0416, Train accuracy=0.4866]
Training:  37% 483/1293 [01:40<02:52,  4.69batch/s, Train loss=1.0415, Train accuracy=0.4867]
Training:  37% 484/1293 [01:40<02:53,  4.65batch/s, Train loss=1.0415, Train accuracy=0.4867]
Training:  37% 484/1293 [01:40<02:53,  4.65batch/s, Train loss=1.0416, Train accuracy=0.4867]
Training:  38% 485/1293 [01:40<02:53,  4.65batch/s, Train loss=1.0416, Train accuracy=0.4867]
Training:  38% 485/1293 [01:40<02:53,  4.65batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  38% 486/1293 [01:40<02:52,  4.67batch/s, Train loss=1.0419, Train accuracy=0.4865]
Training:  38% 486/1293 [01:40<02:52,  4.67batch/s, Train loss=1.0418, Train accuracy=0.4865]
Training:  38% 487/1293 [01:40<02:52,  4.66batch/s, Train loss=1.0418, Train accuracy=0.4865]
Training:  38% 487/1293 [01:41<02:52,  4.66batch/s, Train loss=1.0419, Train accuracy=0.4863]
Training:  38% 488/1293 [01:41<02:53,  4.64batch/s, Train loss=1.0419, Train accuracy=0.4863]
Training:  38% 488/1293 [01:41<02:53,  4.64batch/s, Train loss=1.0417, Train accuracy=0.4865]
Training:  38% 489/1293 [01:41<02:50,  4.72batch/s, Train loss=1.0417, Train accuracy=0.4865]
Training:  38% 489/1293 [01:41<02:50,  4.72batch/s, Train loss=1.0416, Train accuracy=0.4865]
Training:  38% 490/1293 [01:41<02:48,  4.78batch/s, Train loss=1.0416, Train accuracy=0.4865]
Training:  38% 490/1293 [01:41<02:48,  4.78batch/s, Train loss=1.0415, Train accuracy=0.4865]
Training:  38% 491/1293 [01:41<02:46,  4.83batch/s, Train loss=1.0415, Train accuracy=0.4865]
Training:  38% 491/1293 [01:41<02:46,  4.83batch/s, Train loss=1.0415, Train accuracy=0.4864]
Training:  38% 492/1293 [01:41<02:46,  4.81batch/s, Train loss=1.0415, Train accuracy=0.4864]
Training:  38% 492/1293 [01:42<02:46,  4.81batch/s, Train loss=1.0414, Train accuracy=0.4865]
Training:  38% 493/1293 [01:42<02:44,  4.86batch/s, Train loss=1.0414, Train accuracy=0.4865]
Training:  38% 493/1293 [01:42<02:44,  4.86batch/s, Train loss=1.0413, Train accuracy=0.4865]
Training:  38% 494/1293 [01:42<02:46,  4.79batch/s, Train loss=1.0413, Train accuracy=0.4865]
Training:  38% 494/1293 [01:42<02:46,  4.79batch/s, Train loss=1.0413, Train accuracy=0.4865]
Training:  38% 495/1293 [01:42<02:45,  4.82batch/s, Train loss=1.0413, Train accuracy=0.4865]
Training:  38% 495/1293 [01:42<02:45,  4.82batch/s, Train loss=1.0415, Train accuracy=0.4863]
Training:  38% 496/1293 [01:42<02:45,  4.83batch/s, Train loss=1.0415, Train accuracy=0.4863]
Training:  38% 496/1293 [01:42<02:45,  4.83batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  38% 497/1293 [01:42<02:43,  4.87batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  38% 497/1293 [01:43<02:43,  4.87batch/s, Train loss=1.0411, Train accuracy=0.4862]
Training:  39% 498/1293 [01:43<02:42,  4.90batch/s, Train loss=1.0411, Train accuracy=0.4862]
Training:  39% 498/1293 [01:43<02:42,  4.90batch/s, Train loss=1.0409, Train accuracy=0.4863]
Training:  39% 499/1293 [01:43<02:41,  4.92batch/s, Train loss=1.0409, Train accuracy=0.4863]
Training:  39% 499/1293 [01:43<02:41,  4.92batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  39% 500/1293 [01:43<02:40,  4.93batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  39% 500/1293 [01:43<02:40,  4.93batch/s, Train loss=1.0415, Train accuracy=0.4862]
Training:  39% 501/1293 [01:43<02:40,  4.92batch/s, Train loss=1.0415, Train accuracy=0.4862]
Training:  39% 501/1293 [01:43<02:40,  4.92batch/s, Train loss=1.0414, Train accuracy=0.4862]
Training:  39% 502/1293 [01:43<02:40,  4.94batch/s, Train loss=1.0414, Train accuracy=0.4862]
Training:  39% 502/1293 [01:44<02:40,  4.94batch/s, Train loss=1.0415, Train accuracy=0.4861]
Training:  39% 503/1293 [01:44<02:39,  4.94batch/s, Train loss=1.0415, Train accuracy=0.4861]
Training:  39% 503/1293 [01:44<02:39,  4.94batch/s, Train loss=1.0414, Train accuracy=0.4864]
Training:  39% 504/1293 [01:44<02:42,  4.86batch/s, Train loss=1.0414, Train accuracy=0.4864]
Training:  39% 504/1293 [01:44<02:42,  4.86batch/s, Train loss=1.0414, Train accuracy=0.4864]
Training:  39% 505/1293 [01:44<02:40,  4.90batch/s, Train loss=1.0414, Train accuracy=0.4864]
Training:  39% 505/1293 [01:44<02:40,  4.90batch/s, Train loss=1.0413, Train accuracy=0.4864]
Training:  39% 506/1293 [01:44<02:39,  4.93batch/s, Train loss=1.0413, Train accuracy=0.4864]
Training:  39% 506/1293 [01:44<02:39,  4.93batch/s, Train loss=1.0413, Train accuracy=0.4863]
Training:  39% 507/1293 [01:44<02:38,  4.96batch/s, Train loss=1.0413, Train accuracy=0.4863]
Training:  39% 507/1293 [01:45<02:38,  4.96batch/s, Train loss=1.0413, Train accuracy=0.4863]
Training:  39% 508/1293 [01:45<02:38,  4.95batch/s, Train loss=1.0413, Train accuracy=0.4863]
Training:  39% 508/1293 [01:45<02:38,  4.95batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  39% 509/1293 [01:45<02:41,  4.86batch/s, Train loss=1.0413, Train accuracy=0.4862]
Training:  39% 509/1293 [01:45<02:41,  4.86batch/s, Train loss=1.0411, Train accuracy=0.4862]
Training:  39% 510/1293 [01:45<02:40,  4.89batch/s, Train loss=1.0411, Train accuracy=0.4862]
Training:  39% 510/1293 [01:45<02:40,  4.89batch/s, Train loss=1.0410, Train accuracy=0.4861]
Training:  40% 511/1293 [01:45<02:39,  4.90batch/s, Train loss=1.0410, Train accuracy=0.4861]
Training:  40% 511/1293 [01:45<02:39,  4.90batch/s, Train loss=1.0410, Train accuracy=0.4861]
Training:  40% 512/1293 [01:45<02:39,  4.90batch/s, Train loss=1.0410, Train accuracy=0.4861]
Training:  40% 512/1293 [01:46<02:39,  4.90batch/s, Train loss=1.0411, Train accuracy=0.4860]
Training:  40% 513/1293 [01:46<02:40,  4.87batch/s, Train loss=1.0411, Train accuracy=0.4860]
Training:  40% 513/1293 [01:46<02:40,  4.87batch/s, Train loss=1.0415, Train accuracy=0.4859]
Training:  40% 514/1293 [01:46<02:40,  4.85batch/s, Train loss=1.0415, Train accuracy=0.4859]
Training:  40% 514/1293 [01:46<02:40,  4.85batch/s, Train loss=1.0414, Train accuracy=0.4861]
Training:  40% 515/1293 [01:46<02:39,  4.89batch/s, Train loss=1.0414, Train accuracy=0.4861]
Training:  40% 515/1293 [01:46<02:39,  4.89batch/s, Train loss=1.0416, Train accuracy=0.4859]
Training:  40% 516/1293 [01:46<02:37,  4.93batch/s, Train loss=1.0416, Train accuracy=0.4859]
Training:  40% 516/1293 [01:46<02:37,  4.93batch/s, Train loss=1.0414, Train accuracy=0.4860]
Training:  40% 517/1293 [01:46<02:36,  4.94batch/s, Train loss=1.0414, Train accuracy=0.4860]
Training:  40% 517/1293 [01:47<02:36,  4.94batch/s, Train loss=1.0416, Train accuracy=0.4861]
Training:  40% 518/1293 [01:47<02:37,  4.93batch/s, Train loss=1.0416, Train accuracy=0.4861]
Training:  40% 518/1293 [01:47<02:37,  4.93batch/s, Train loss=1.0416, Train accuracy=0.4860]
Training:  40% 519/1293 [01:47<02:36,  4.93batch/s, Train loss=1.0416, Train accuracy=0.4860]
Training:  40% 519/1293 [01:47<02:36,  4.93batch/s, Train loss=1.0419, Train accuracy=0.4858]
Training:  40% 520/1293 [01:47<02:36,  4.94batch/s, Train loss=1.0419, Train accuracy=0.4858]
Training:  40% 520/1293 [01:47<02:36,  4.94batch/s, Train loss=1.0423, Train accuracy=0.4856]
Training:  40% 521/1293 [01:47<02:36,  4.94batch/s, Train loss=1.0423, Train accuracy=0.4856]
Training:  40% 521/1293 [01:47<02:36,  4.94batch/s, Train loss=1.0425, Train accuracy=0.4855]
Training:  40% 522/1293 [01:47<02:35,  4.95batch/s, Train loss=1.0425, Train accuracy=0.4855]
Training:  40% 522/1293 [01:48<02:35,  4.95batch/s, Train loss=1.0424, Train accuracy=0.4856]
Training:  40% 523/1293 [01:48<02:36,  4.93batch/s, Train loss=1.0424, Train accuracy=0.4856]
Training:  40% 523/1293 [01:48<02:36,  4.93batch/s, Train loss=1.0425, Train accuracy=0.4854]
Training:  41% 524/1293 [01:48<02:35,  4.94batch/s, Train loss=1.0425, Train accuracy=0.4854]
Training:  41% 524/1293 [01:48<02:35,  4.94batch/s, Train loss=1.0427, Train accuracy=0.4856]
Training:  41% 525/1293 [01:48<02:37,  4.87batch/s, Train loss=1.0427, Train accuracy=0.4856]
Training:  41% 525/1293 [01:48<02:37,  4.87batch/s, Train loss=1.0425, Train accuracy=0.4855]
